"pakituluzaw na palrivak na 'alrayan za tu patakesi tu tinuviruwa na Dipung, parengay tu ngai za Dipung.","要求原住民一律接受日本皇民教育，說日本話。"
"kituluz lra na Mingkuk i Taiwan tu pakasasayayaw na ngai zi tu vuutay ta za ta ngai, pakadikadikayaw palremesaw tu piningayiyan kana palrivak 'atayan, mulremes lra nanta ngai....","國民政府接收台灣後的同化政策禁止說原住民語，更加速瓦解原住民族群的語言，語言就這樣流逝掉了……。"
"marapazangazangal za nanta kakuwayanan na ngai. saya a 'alrayan iniyan tu ngai za tainayan, karuwa mikakuwayanan na palrivak na 'atayan kakuwa ta nay?","語言是文化當中最珍貴的，一個沒有母語的族群，還能算是有文化的原住民族嗎？"
"na Pinuyumayan maw na salaw vulay na 'atayan, sayhu semenay, muwarak malikasaw, maruwaruwa semepad za semangalan kalrayuwan kana sahar ziyan kana paresaresan na trau,","卑南族是個非常優美的民族，能歌擅舞，總是把歡樂分享給所有愛好和平的人類，"
"na mara'inavanava tu kakuwayanan na trau, na kalralramanen na kazuwan na trau, iniyan za ka'itrilan, 'azi menana'u za eman 'alrayan, matemuy i mudingan za semangalan.","將人性最善的一面，送到需要被關懷的群眾，無私的對不同的族群，臉上總是滿滿的笑容。"
"'aziya ta sayhu marenagy nu kematay mu, nu marayas ta ziya merarengay, ulra saya wari, karuwa ta atrevung pareveliyas za nantu ngai a aziyu ziyan ngai za temuwamuwan! karuwa maretrevung nanta niranger kana temuwan,","那怕說的不流利，只要常說，終有一天，我們能夠找回過去先祖們的語言，和祖先們心靈交會，"
"mingai ta kimazayazayar kana lingatr kana dare' kananta wadiyan ma'iza'izangan.... kanini na mudaway na marekudakuda na piningaiyan i punapunan.","用母語跟耆老長輩談天說地……，大自然萬物之神將再眷顧著我們。"
"na Revuwa'an harem mu ulra i kikezetan i Katripulr karuwa 5 kilo kani Valangaw i kaziyu i Taymali na kazekalran i Sanhe na zekalr adalrep i Huwayēn na pasasekiyan na dare',","發祥地就在今日知本往南約五公里處台東縣太麻里鄉的三和村近華源村處的斜坡地，"
"i kazu ulra trau i Katripulr maw a Mingkuk 49 'ami mu, kazu kanizu na vasikasikaw patikizir za saya za varasa',","有一塊知本族人於民國四十九年時，在那片竹林立下石碑的地方，"
"i itras kana varasa' tinililran za “nirevuwa'an kana trau i zenan na dare'” zi kanizu na varasa' i likuzan parahan za saya tinalasiyu a ruma', kanizu na varasa' tinililran ziya za mulremes kana valenan likuzan lra mu mukaitrasan i kani na tu ngadan za tatelu na temuwamuwan,","石碑上頭寫著「台灣山地人發祥地」並在石碑後方建造一間小石板屋，上頭由右至左寫著洪水滅世後在此登陸的三位祖先的名字："
"na maruwadiyadi tu temuwamuwan na Kasavakan zi na Katratripulr na zekalr mu, kana 'a'ami'ami mukuwa i Revuwa'an miinurung za palisiyan, semunan patavang kana temuwamuwan,","除了祖先是姊弟關係的建和與知本兩個部落的卑南族人每年都會各自攜帶祭品前往發祥地祭祀外，"
"na i dalrep i kazu na Paywan i Pisili na zekalr zi na Amis i Tulan mukuwa kana melri za wari mukuwa penalisiya.","鄰近的北里排灣人以及都蘭阿美人也會在不同時間到那裡行祭。"
"nantu ipalisi na Katratripulr mu maw nantu kinasahar mekan nanta temuwamuwan a aziyu ziya na aekanen (aekanan) na vurasi, vu'ire, tanuvan, dawa, kutra, 'alum za vavuy.","知本的祭品都是早期祖先愛吃的食物，如：地瓜、芋頭、山芋、小米粿、酒、豬肉等。"
"na Katratripulr nu talikuzakuzan lra semunan za seney zi muwarak pakasemangal kana temuwamuwan.","祭祀最後則是獻歌獻舞讓祖先高興。"
"nu mukuwa ta i kazu penalisiya, ulra na trau mu patrepelr tu nirangeran, mukuwa ta 'emelresapa (puyvunga) kema, maw mu i kazu iniyan za tu trevelr za ta temuwamuwan, lawas tu inuvaawan za ta temuwamuwan,","我們族人到該地舉行祭祀，有的人誤以為是去掃墓，其實那裡並沒有祖先的墓，先祖們生活的範圍寬廣，最後的葬身地也不知道是在哪裡，"
"pakutrekutr meravi kikarun semalem za tu aekanan na musamasama' musapura mi munayun kema tu nirangeran.","篳路藍縷開墾種植……等所做的一切。"
"a varasarasa' na dalan, nu 'azi arekez ta pinakakawangan na zidinsiya. nu haremaremay mu, kuresaremud ta kana varasarasa', salaw ta kakuwalengan mizidinsiya.","路面是小石子，騎不穩就會摔在石頭路上，真的很難騎腳踏車。"
"“uri vavariw na wari, nu 'emanan nu 'emanamanan mu, auwa ta merawaka kana kali kani zekalr.” kema pakalrazam za mayku na sonciyo.","「颱風快來了！明天一早要清掃部落的水溝。」村長正在用部落的廣播器報告。"
"na sarumaruma'an mu pupatraran za sasa za tru, mukuwa ta merawaka za kali. sazekalran ta puelak za rimekan kana kalikali kani zekalr.","於是每戶人家派出一位，共同清掃疏通部落的水溝。"
"puwaruma' tu alrak kana Sanali, a kemay i sizumayan tu kuwaravakan. ta niruma'enan i zekalr mu, tu idapay tu dadalan.","Sanali家要辦喜事，親家是來自外地的人。"
"tu saputraw tu tra'itra'i kana hung zi na suwan.","親友們清掃馬路、清除牛糞和狗屎。"
"tu pakavulayaw tu patraran tu tingtingay tu 'ala'alaz. kara'upi'upiz za 'aputr tu puwa'aputr za kuwaravakan.","整理家裡的庭院、修剪籬笆樹、一起編花環，佩帶花環給親家。"
"sazekalran ta semasahar kanani na maretratrevung.","全部落的人歡欣地為這一對新人祝賀。"
"nu kasede'an i takesiyan mu, salrangan ta za ta 'ali'ali'an, mukuwa i zinanuman purikana. ta tilu'anay na hung zi marevurevu ta, maverelrarelrang ta, purevu ta zi metrum ta za vurasi.","每逢學校放假，和朋友一起到溪流旁牧牛，將牛綁好繫緊，和伙伴們摔角、追逐、取火烤地瓜。"
"trilraw na 'enay i zinanuman, mare'ari'ari ta mulrangulranguy.","溪水非常清澈，我們比賽游泳。"
"nu vetreker na hung mu, ta pa'away ziya za 'enay zi muruma' ta lra.","牛吃飽了，先讓牠喝足夠的水再回家。"
"tu vesvesay ta za vali zi salaw valiyan, payas ta matungatung lra.","微風吹拂涼快呀！睡蟲不知不覺地來了呢。"
"muvalivalis lra a kakuwayanan harem, mareka'inava ta inuwavaawan i punapunan zi salaw ta kalre'ayan.","時代在變，我們的生活越來越好，一切都非常方便。"
"mipalizing ta zi miotobay ta mukuwa i iyaiyan ziya.","到任何地方可以開車和騎機車。"
"aramawana, marekasaazu na masalralretrap na palizing lra na otobay lra, kemay i dawilr kinger ta za ngiw, ngiw, ngiw kema na ciyuhuce.","但是，車禍越來越多，老遠就聽到救護車的呼叫聲。"
"nu venariw ziya mu, mutratrepar na zenan, tu trakepalraw za vali na kawi, maputut na kali zi semelavaw na 'enay, tu usavakay za velenan na ruma', mulra'uz na vinaawan na haramhaman, tu viiyaw a sa'uv na kasiya,…salaw kakawukawud.","只要颱風過境，山崩、大樹倒、潰堤、河道堵塞、河水氾濫、家戶淹水、飼養的動物被流走、鐵皮屋被掀翻……實在恐怖啊！"
"marekasaema ta niruma'enan na kaazu i zekalr, sazu na pinarahanan na vekalan na ruma'. aramawana, amelri ta niruma'enan na kaazu.","住在部落的族人越來越少，部落裡蓋了很多新房子，卻不是族人在住。"
"marekalralringut ta kinazuwan na dare'. 'azi ta lra semasalem za 'aputr. nu ulra a kasangalan i zekalr mu, mukuwa ta i tokay tremima'a za 'aputr zi 'emupiz ta lra.","部落的住屋越來越窄，不再種花了！若逢親友的喜慶，只好到市區買花來編花環。"
"nu piya ta keravi mu, kazu ta i savak mena'u za tilibi, 'azi lra venavati za vativatiyan na ma'iza'izangan. 'azi lra semasenay za velretrenganan za senay na temu. mawili za nana'uwan za tilibi.","用過晚餐，就在屋內看電視，父母不再說故事，祖父母不再吟唱古謠，大家只顧看電視。"
"'azi ta lra makuwa i velelruwan purikana, uniyan ta za 'uma, 'azi ta lra venavaaw za hung.","不再有人去溪邊牧牛，沒有了田也不再養牛。"
"na 'enay i velelruwan mu, trimeru' zi mivali za 'angetrulr, kuwadakuda mulrangulranguy na lralrak?","溪流的水混濁還夾雜著臭味，要孩子們如何游泳呢？"
"man muvalis lra ta inuwavaawan i punapunan?","我們目前的環境為什麼是這樣呢？"
"tu tinuru za temuwamuwan? tu kinuwatreng za viruwa?","是祖先的叮嚀？是魔鬼的破壞？"
"tu vinuut za demaway? amelri, inta na 'azi lraman za ta kinazuwan awlra?","是創物者的怒吼嗎？還是，我們自己不珍惜居住的地方呢？"
"ta pakirungetray kemiyanger zi seme'era ta kanini na waywayan a.","讓我們深思並重視這個問題吧。"
"a aydan ziya inta na Pinuyumayan mu, ta isalem mu marekamelrimelri ulra a dawa, a kalumayan, a vurasi, a vu'ir zi uma'i, harem lra mu muvalivalis lra ta kakuwayanan, nanta niruma'enan mu semalem lra za kararuwa venaaw kanta savak kema, zi semalem lra za kiza。","過去卑南族部落的傳統農產品有小米、陸稻、薯、芋、樹豆等作物，隨著時代改變，人們開始改種較有經濟價值的農作物－釋迦。"
"izu na kiza mu kirepauwa kanta i Valangaw na dare' lra na wari, zi sa'ami mu maruwa ta kiyavuwa' za parepuwan, maruwa venaaw kanta i savak, semneng harem i Valangaw mu mingadan lra na kiza.","釋迦在台東生長的很好，而且一年可以收成兩次，經濟價值較高也可維持家裡生計。現在釋迦已經成為台東特有的農產品。"
"a ayadan ziya nu makuwa ta muzangiya kanta niruma'enan mu, nanta ma'iza'izangan tu paekanay ta za vurasi za dawa,","在以前我們到親戚家他們會以小米或地瓜做的食物來請我們吃，"
"nanta zinekalranan nu mukuwa puvuwa'a nu 'aremeng mu, masimesime' pakalikeliked zi, dika zi melavat na wari.","族人夜晚去授粉時大家相互開玩笑，時間很快就過去了。"
"ini na palakuwan kemay awatr palru harem 'azi murepureput, halra na salaw pinazangal za zekalr.","巴拉冠從古至今未曾間斷過，因為對部落而言非常重要珍貴。"
"kaniyam i Pinuyumayan ini na palakuwan salaw mipauwayan za eman nu kematay mu, nu iniyan ini na palakuwan nu kazu a rehelr, kazu a parahan i zekalr,","巴拉冠對卑南族而言的意義所在，就是如果沒有巴拉冠而遇到緊急事件、部落興建事宜、"
"kazu a mukuwatreng i tralun kainyan za trau mukuwa venaawa kana mukuwatreng na trau, kazu a vangavangan i zekalr maw na palakuwan na pazayazayar pareka'inavanava.","或是山野的緊急災難，將沒有人可以前往探望協助，部落若有急難事件事也是經由巴拉冠來商談及妥善處理。"
"na kaazu i palakuwan maw na ma'ina'inayan, 'azi muwasavak na vavayan munu kazu a kaahelran 'azi pakakurelrang na vavayan pavekas 'emalu kana kuwaaleng lra, nu demadawulr.","能進住巴拉冠的僅限男子，女性不能進入乃因遇有緊急事件時女性無法隨同奔跑抬動病患或通報信息。"
"na valalisen kazu i palakuwan 'azi mikakavang (miyakiping), 'azi muwaitras kana hung, 'azi semasenay, 'azi pamamelri, nu liked a sasa tu lrepitaw mapiya na valalisen,","青少年在巴拉冠時不穿上衣、不能騎牛、不准唱歌、不准犯錯，有一個人笑就責打全體，"
"nu kiretrevung za marama'izang kantaw na trau i dalan mungidiran kana dalan palavat za marama'izang, mena'u za mi pinazek na dawdawan, tu elakay za tu pinazek matez kanatu ruma' nizu na trau,","在路上要禮讓所遇到較年長的人先行通過，遇到背負重物的老人要取下所背物品送到他家，"
"nu 'aremeng merawung kana tawlriyulr, nu maruni na turukuk melrivak ma'ara'araw kana tawlriyulr, nu ulra na maruwa 'emaraw pudadalan kana tawlriyulr na valisen mu,","夜晚時要守護腰鈴，雞鳴時開始搶奪腰鈴，有青少年奪得腰鈴跑到路上才停止，"
"maziyazi lra zi mukasa mukuwa i salidan mengangara za 'idenan, nu muwaruma' mu mitawlriyulr na 'emaraw kana tawlriyulr muwayar inguwanguwayan kare'ina'inay mupalakuwan.","便一起前往等待日出處等到天明，回程時列隊由奪得腰鈴者持著腰鈴在排首威風的回到巴拉冠。"
"kemuda zi trematrakaw? 'alra na alengatr tu anger zi maratrang kikarun, kirekamelri za trau tu paelrangan.","竊盜的原因在於貪圖他人財物及懶於工作，行為與一般人有異。"
"tu kuret kana tremakaw mu ulra tu ngay kana vangsar na valray isavak; amanan na tremakaw, amanan na alengatr tu pinieman za trau, tu hung, za 'azin za eaman ziya, ini na tremakaw na trau mu a male'es kemata,","聖經對於竊盜有這樣的規定，不要偷竊，不要貪圖他人財產、牛隻、妻子及任何物品，偷竊的人就是小偷，"
"'azi kirewaazuwazuk za kazuwan na trau, makawang kana 'aremeremeng, tu anger isavak matemuy za kuwatreng, melingling kana wariwari zatu pinieman za trau kanatu tratrakawen ziya masalr.","他不願與眾人接近，只願行走於暗黑的道路，內心充滿邪惡，天天妄想一再的竊取他人財物。"
"a awatr ziya mu na tremakaw kana hung; nu tu kalrazamaw mu dadikusaw i lima pukpukaw urungaw i palakuwan kazu na ayawanan zi na kusiyu nantu niruma'enan karakaselruselruwaw izu na tremakaw,","古時候對於偷竊牛隻者，如果被抓則捆綁雙手以棍棒責打，帶往巴拉冠，部落領袖、鄰長及其家屬共同責罵偷竊者，"
"na tremakaw za turukuk na trau marapazangal tu pamelriyan, 'alra na turukuk 'azi ta kalre'ayan tremakaw,","偷竊雞隻者的罪惡反而更重，因為偷竊雞隻較不容易，"
"nu 'ema'evang ta kana turuku mu mararuni za malrazam na miturukuk na trau, maruwa tremakaw izu na trau mu maw na miinlrangan lra ziyanay zi malrazam za kuwadakudayan 'emvang kanizu na turukuk ziyanay,","抓雞時雞會鳴叫，主人立刻知道，能竊取雞隻者必定是慣竊，"
"tu'evangaw na kemani na trau mu, pinakirev pasavung melrepit, muimeng za sawariyan za 'ami.","因為他知道如何偷到雞隻，給予重懲並囚禁多年。"
"kuret kana trmakaw tu 'azin za trau mu, maresan inurung i palakuwan, pinazungazung pu'ivat i zekalr puruma'.","偷人妻者，帶往巴拉冠後讓其光著身子繞行部落回家。"
"a aydan ziya i Puyuma mu ulra a zazuwa a maruwadi, mukuwa tremakawa 'emesep za tu tevu za Raranges,","以前有一對卑南族的兄弟，偷跑進Raranges民族的甘蔗園裡偷吃甘蔗，"
"tu atrevungay kana Raranges mu mu'evang i waditaw na ma'inayan, zi tu imengaw za ma'izang za ruma' kana Raranges.","被Raranges人發現，當場抓到了弟弟。"
"i vawtaw na ma'inayan mu kemiyanger lra za demaway za 'uway kana tuwap, auwa ku venaawa kani wadilri na ma'inayan kema. miya' za saya wari paseki mukuwa kana zenan i sanasan, tu patrepayanay kana Raranges puvii na tuwap, mula'esi venaaw kani waditaw na ma'inayan.","而逃出來的哥哥為了救弟弟，想出以藤片製作一個大風箏，爬到對岸的富源山放風箏，成功地解救了弟弟。"
"kema marengay i waditaw na ma'inayan tu pa'iselay ku paekan za kaduresiresi za aekanan, zi nazu na maruwadi mu mukuwa miya'a kani temutaw na vavayan.","弟弟很不甘心地告訴哥哥，Raranges人都逼他吃噁心的東西。"
"i temuetaw na vavayan mu kemiyanger lra panguninan kanantu zekalr kana Raranges kema, nazu na maruwadi mu mukuwa lra temulre'aya pakaarekez kantu ruma' kani temutaw, 'aziya mutrerev kema,","於是就去找外祖母討論如何懲罰他們，外祖母說：「我們來讓他們的村莊地震吧！」，於是兄弟倆先將外祖母的房子周圍做好防震工作以免坍塌後，"
"nantu kinazuwan na puwarikanan kana hung i kani Ulivelivek mu ulra i kilauzan kana zenan i Ulivelivek, harem mu maw lra na maramingadangadan i Valangaw na nana'uwan uzazangiyan za dare',","初鹿牧場位於初鹿部落的東面山丘，現在是台東地區非常有名的觀光景點，"
"na kemay iyaiyan ziya na muwazangi na lavang meredek ziya i Valangaw mu, 'azi'a'azi melawang za wari mukuwa kana puwarikanan i Ulivelivek muzangiya mena'uwa za vulayan,","遊客只要到台東旅行，必定會安排到初鹿牧場欣賞牧場風光，"
"'emawu kana salaw imaran na susu na hung, semeneng meredek ziya kana katalaulepan na wari na muzazangi na lavang salaw za kazuwan.","暢飲美味的鮮奶，所以遇到假日遊客非常多。"
"a maw ziyan mu, ini na puwarikanan i Ulivelivek maw nintaw trungutrungulran padurina'an kemay awatr kana trau i Ulivelivek, a Dipung lra maw lra na sēhu na Dipung tu pa'iselay melak, temuwakasayan kikarukarun,","初鹿牧場這片土地原先是初鹿部落族人的傳統耕地，日據時代被日本政府強制徵收，成為會社土地，"
"i likuzan lra kana matengetengez mu maw lra na tu sēhu kana Mingkuk na kituluz, mutuwakasayan midare', na trau i Ulivelivek mukuwa lra kimazayara kana sēhu,","戰後由國民政府接收，成為國有土地，"
"kiyamiya kana sēhu za parevaveliyasan kanizu na padurina'an verey kana zekalr i Ulivelivek mu, 'azi muwai na sēhu pareveliyas.","初鹿族人曾經向政府抗爭，要求歸還傳統耕地，政府不願歸還。"
"na puwarikanan i Ulivelivek mudaway a Mingkuk enem pulu' zuwa 'ami, pakangaway mu maw na tociginko na demikes, harem mu tu padikesanay kana kosi,","初鹿牧場成立於民國六十二年，原先由土地銀行經營管理，現在則委託私人公司，"
"a maw ziya tu pusavakaw na kemay kana zuma na kanatal na 'inava tu susu na hung zi na tralun, semeneng mupana a pakamelri imaran zi 'inava tu susu kana hung,","成立之初引進外國優良乳牛及牧草，所以生產的鮮奶味道特別香濃，"
"kasaemayan na mupapana ziyanay, 'azi maruwaruwa tremima' za zuma na tiyam, semeneng nu maranger ta 'emawu mu palretreng mukuwa tremima'a.","因為產量很少，外面市場不容易買到，所以想喝就要專程去買。"
"saema na puwapana na susu zi, na kosi harem makakuret za parepakasayan kana zinekalranan na tematavur kana kiyasusuwan na hung, nantu susu na hung tu trima'anay kana puwarikanan i Ulivelivek, maw lra na kosi na pukasa demaway zi meniwan lra.","也因為產量很少，現在的公司與初鹿附近養殖乳牛的酪農合作，酪農生產的鮮奶賣給初鹿牧場，由牧場統一加工出售。"
"harem mu ulra na zinekalranan na tematavur za hung. salaw maulep na tematavur kana hung, nu sa'ami say za saya wariyan mu uniyan tu talaulepan,","現在也有族人養殖乳牛的。乳牛養殖是非常辛苦的工作，一年三百六十五天一天都不能休息，"
"halra na hung mu maekan ma'awu kana wawariwari, pasirepan tu susu, sasaputran za tu tra'i aidapan za puwahungan kana wariwari, ta tulre'ayaw venaaw mu, karuwa lra misusu kana imarang na susu.","因為乳牛每天要吃要喝，每天要擠奶，每天要清除牛糞整理牛舍，只有細心照料，才能生產出最鮮美的牛奶。"
"kana kurelrang muvalivalis za kakuwayanan, na trau lra mu, marekamianger lra za taranapawan kantu zazek za aekanan, zi markakazuwan lra na misaharan miya' za kaimaranan na aekanan kantu tinuirupan na Yuancumin.","由於時代的變遷，人們對於「養身之道」越來越重視與講究，對於追求原住民料理原汁原味的人越來越多。"
"nantu dinadaway na inaekan na Yuancumin mu, pureiturus kana haremanan tu kinasaharan za imaran zi inasalr ziya pakavulavulay temavu, meredek kana wanglu zi na menaniwan ziya mu, marekakazuwan lra na padang tremima', zi marekasaazu lra.","而原住民族為配合大眾口味及養身習慣，在傳統料理製作上也做調整來適應現代人的需求，除了將食材改良外，包裝也越來越精緻化，透過網路平台來行銷部落產業，訂購的數量有增加的趨勢。"
"na kaazu i zekalr ziya na dawdawan mu, marsahar kana tinareawatr tu vali, marayas patrepa kana kavangavangan zi nu kasaharan mu, temuirupan za tu ipakaimaran na marekamelrimelri na tinareawatr za aekanan.","在部落的耆老們，常藉以特別的日子為由，喜歡用傳統方式來料理出豐富多元可口的風味餐，諸如蒸煮地瓜、糯米飯糰、月桃粿、竹筒飯、小米等主食。"
"ulra na vurasi, kinaveras, inavuy, 'inalizi, zi na dawa ziya. nani na ta tuirupanan mu, maresazu na kemay tralun, ulra na sinaleman i zekalr na 'azi pinuwayan za puwatremel.","再則，所有菜餚素材幾乎取之於野外採集的也有部落栽植之有機農作物。"
"na miaalrak na vavayan i zekalr mu, nanta temuwamuwan ziya malrazam lra kumuda pakamiisi za susu, patalratalram zatu paaekanan, maw lra izu na inalri,","部落婦女生產時，老祖先便懂得為讓產婦增加乳汁來餵哺嬰兒，特別研究產婦特殊的食物，即小米鹹粥，"
"palru harem mawmau ini na inalri mu uniyan ziya za tiyam menaniwan, marekamelri kana zuma na dawa, nu piya ta mare'ani pa'unin mu, kasazuwan ziya tu vangavangan, patrapa ta ziya meringring, piya ta lra mu,","小米鹹粥可說是目前唯一未上市的傳統美食，它有別於一般的小米品種，小米經採收、日曬後，經過多層步驟處理才能做烘培，烘培過後的小米，"
"karuwa ta lra meringring za pakangulringulr za lramlram, puwa ta lra za 'enay pare'uri kana lramlram zi veras zi linungun demeru, nantu vali mu pasalaw za imaran i kani punapunan.","經麻油老薑爆香後，加入少許水份與白米、醃肉一起熬煮約一小時即大功告成，小米鹹粥特殊料理之風味餐，真可謂「人間美味」。"
"tu kiruwan za trungutrungulran za Pinuyumayan, kemay kana vavayan i zekalr mutrungulr za satraliyan satraliyan, zi tu nayunaw tu sayhuwan pinilimayan na salaw alremek a awatr ziya na temuwamuwan palru harem,","早期卑南族的傳統服飾，皆由部落婦女一代又一代的將先祖們的智慧及精湛的手藝延續至今，"
"pawnung kemay kana tu pinivalrayan na nile'utran kurena'u za salaw kana nirevawan tu ikatratrau zi nantu pinimudinganan za wayway nanta ika'alra'alra.","而且從她所繡的圖案可以看出她人生閱歷豐富。"
